date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:42:21	79906/79906	---MCZ	200	added ('OK')	text/html	date:Wed,%2011%20May%202022%2013:42:21%20GMT	https://boutique.gocityrp.fr/checkout/packages/add/4151823	C:/Mes%20Sites%20Web/GoCityWeb/boutique.gocityrp.fr/checkout/packages/add/4151823.html	(from https://boutique.gocityrp.fr/category/1690549)
15:42:22	79906/79906	---MCZ	200	added ('OK')	text/html	date:Wed,%2011%20May%202022%2013:42:21%20GMT	https://boutique.gocityrp.fr/checkout/packages/add/4151825	C:/Mes%20Sites%20Web/GoCityWeb/boutique.gocityrp.fr/checkout/packages/add/4151825.html	(from https://boutique.gocityrp.fr/category/1690549)
15:42:22	79906/79906	---MCZ	200	added ('OK')	text/html	date:Wed,%2011%20May%202022%2013:42:22%20GMT	https://boutique.gocityrp.fr/checkout/packages/add/4169625	C:/Mes%20Sites%20Web/GoCityWeb/boutique.gocityrp.fr/checkout/packages/add/4169625.html	(from https://boutique.gocityrp.fr/category/1690549)
15:42:22	0/0	---MC-	302	error ('Found')	text/html	date:Wed,%2011%20May%202022%2013:42:22%20GMT	https://boutique.gocityrp.fr/checkout/logout	C:/Mes%20Sites%20Web/GoCityWeb/boutique.gocityrp.fr/checkout/logout	(from https://boutique.gocityrp.fr/?currency=AUD)
15:42:22	0/0	---MC-	302	error ('Found')	text/html	date:Wed,%2011%20May%202022%2013:42:22%20GMT	https://boutique.gocityrp.fr/checkout/logout	C:/Mes%20Sites%20Web/GoCityWeb/boutique.gocityrp.fr/checkout/logout	(from https://boutique.gocityrp.fr/?currency=AUD)
15:42:23	0/0	---MC-	302	error ('Found')	text/html	date:Wed,%2011%20May%202022%2013:42:22%20GMT	https://boutique.gocityrp.fr/checkout/logout	C:/Mes%20Sites%20Web/GoCityWeb/boutique.gocityrp.fr/checkout/logout	(from https://boutique.gocityrp.fr/?currency=BRL)
15:42:23	0/0	---MC-	302	error ('Found')	text/html	date:Wed,%2011%20May%202022%2013:42:23%20GMT	https://boutique.gocityrp.fr/checkout/logout	C:/Mes%20Sites%20Web/GoCityWeb/boutique.gocityrp.fr/checkout/logout	(from https://boutique.gocityrp.fr/?currency=BRL)
15:42:23	0/0	---MC-	302	error ('Found')	text/html	date:Wed,%2011%20May%202022%2013:42:23%20GMT	https://boutique.gocityrp.fr/checkout/logout	C:/Mes%20Sites%20Web/GoCityWeb/boutique.gocityrp.fr/checkout/logout	(from https://boutique.gocityrp.fr/?currency=CAD)
15:42:23	0/0	---MC-	302	error ('Found')	text/html	date:Wed,%2011%20May%202022%2013:42:23%20GMT	https://boutique.gocityrp.fr/checkout/logout	C:/Mes%20Sites%20Web/GoCityWeb/boutique.gocityrp.fr/checkout/logout	(from https://boutique.gocityrp.fr/?currency=CAD)
15:42:24	0/0	---MC-	302	error ('Found')	text/html	date:Wed,%2011%20May%202022%2013:42:24%20GMT	https://boutique.gocityrp.fr/checkout/logout	C:/Mes%20Sites%20Web/GoCityWeb/boutique.gocityrp.fr/checkout/logout	(from https://boutique.gocityrp.fr/?currency=DKK)
15:42:24	0/0	---MC-	302	error ('Found')	text/html	date:Wed,%2011%20May%202022%2013:42:24%20GMT	https://boutique.gocityrp.fr/checkout/logout	C:/Mes%20Sites%20Web/GoCityWeb/boutique.gocityrp.fr/checkout/logout	(from https://boutique.gocityrp.fr/?currency=DKK)
15:42:25	0/0	---MC-	302	error ('Found')	text/html	date:Wed,%2011%20May%202022%2013:42:25%20GMT	https://boutique.gocityrp.fr/checkout/logout	C:/Mes%20Sites%20Web/GoCityWeb/boutique.gocityrp.fr/checkout/logout	(from https://boutique.gocityrp.fr/?currency=EUR)
15:42:25	0/0	---MC-	302	error ('Found')	text/html	date:Wed,%2011%20May%202022%2013:42:25%20GMT	https://boutique.gocityrp.fr/checkout/logout	C:/Mes%20Sites%20Web/GoCityWeb/boutique.gocityrp.fr/checkout/logout	(from https://boutique.gocityrp.fr/?currency=EUR)
15:42:25	0/0	---MC-	302	error ('Found')	text/html	date:Wed,%2011%20May%202022%2013:42:25%20GMT	https://boutique.gocityrp.fr/checkout/logout	C:/Mes%20Sites%20Web/GoCityWeb/boutique.gocityrp.fr/checkout/logout	(from https://boutique.gocityrp.fr/?currency=NOK)
15:42:26	0/0	---MC-	302	error ('Found')	text/html	date:Wed,%2011%20May%202022%2013:42:25%20GMT	https://boutique.gocityrp.fr/checkout/logout	C:/Mes%20Sites%20Web/GoCityWeb/boutique.gocityrp.fr/checkout/logout	(from https://boutique.gocityrp.fr/?currency=NOK)
15:42:26	0/0	---MC-	302	error ('Found')	text/html	date:Wed,%2011%20May%202022%2013:42:26%20GMT	https://boutique.gocityrp.fr/checkout/logout	C:/Mes%20Sites%20Web/GoCityWeb/boutique.gocityrp.fr/checkout/logout	(from https://boutique.gocityrp.fr/?currency=NZD)
15:42:26	0/0	---MC-	302	error ('Found')	text/html	date:Wed,%2011%20May%202022%2013:42:26%20GMT	https://boutique.gocityrp.fr/checkout/logout	C:/Mes%20Sites%20Web/GoCityWeb/boutique.gocityrp.fr/checkout/logout	(from https://boutique.gocityrp.fr/?currency=NZD)
15:42:27	0/0	---MC-	302	error ('Found')	text/html	date:Wed,%2011%20May%202022%2013:42:26%20GMT	https://boutique.gocityrp.fr/checkout/logout	C:/Mes%20Sites%20Web/GoCityWeb/boutique.gocityrp.fr/checkout/logout	(from https://boutique.gocityrp.fr/?currency=PLN)
15:42:27	0/0	---MC-	302	error ('Found')	text/html	date:Wed,%2011%20May%202022%2013:42:27%20GMT	https://boutique.gocityrp.fr/checkout/logout	C:/Mes%20Sites%20Web/GoCityWeb/boutique.gocityrp.fr/checkout/logout	(from https://boutique.gocityrp.fr/?currency=PLN)
15:42:28	0/0	---MC-	302	error ('Found')	text/html	date:Wed,%2011%20May%202022%2013:42:27%20GMT	https://boutique.gocityrp.fr/checkout/logout	C:/Mes%20Sites%20Web/GoCityWeb/boutique.gocityrp.fr/checkout/logout	(from https://boutique.gocityrp.fr/?currency=GBP)
